"text","handle","category","star_tweet"
"I'm calling this one, #DanTheSkyGuy with @danthesciguy. 😭✌🏼️✈️ Good to be back in CA! #IQWSTCaravan #CarmenSanDiego https://t.co/f2QKnOWzR2","@DanTheSciGuy","travel",
"Where in the world is Carmen San Diego?! We have a pretty good intel that she's roaming the halls of @TheBeekmanHotel. 💃🏽💃🏽 📸: peppermintplaces https://t.co/KyklWvSWQm","@thompsonhotels","travel",
"@angraor This tweet has inspired me to create a Kansas City centric version of Where In The World Is Carmen San Diego? With me as the star.","@ZachIsHere","cultural-icon",
"Now y'all see why I randomly travel so much, just call me Carmen San Diego #Barz","@kgjuiceman","travel",
"Why is the female detective dressed like Carmen San Diego ?? #MotiveUSA","@kissMYsa55","fashion",
"This years Halloween costume: carmen sandiego. The hunt is on. #thriftybitch","@ashgomes1","fashion",
"I kinda want Hope to go dressed as Carmen Sandiego for Halloween now... #Days","@semigemi","fashion",
"Lebron travel more than Carmen San Diego","@kenanbell","travel",
"Rodriquez is already set to voice Carmen in the Netflix reboot of the popular animated series, due in 2019 along with a line of books from the owner of the property, educational... https://t.co/PbMIfqDGCg","@jasoncaston","cultural-icon",
"Netflix plans live-action 'Carmen Sandiego' film with Gina Rodriguez: https://t.co/NOTVClzIyA","@fusioneletronix","cultural-icon",
"Gina Rodriguez Will Play The Iconic Carmen Sandiego In An Upcoming Netflix Live-Action Film https://t.co/8yrAnvw3vc via @MeAliVelez","@JessHSun","cultural-icon",
"Gina Rodriguez to play Carmen Sandiego in Netflix film - The Independent https://t.co/rmLsE6YLyK","@NewGamesPlay","cultural-icon",
"The First Images of Netflix's Carmen Sandiego Are Here Carmen Sandiego has been found, and she's looking good on Netflix. Gina Rodriguez will make her debut as the new voice of the iconic globe-trotting thief in the new 20-episode... https://t.co/UMGqkASdCw","@codyklein611142","cultural-icon",
"@sawngbyrd28 Is that a Carmen San Diego hat? ""@sawngbyrd28: But while I'm on here judging North's parents... http://t.co/ZumfIKZmsZ""","@Still_sOUnerfan","fashion",
"Report: Gina Rodriguez (@HereisGina) cast as Carmen Sandiego in new @netflix... https://t.co/jSsmZhk20D by #HereIsGina via @c0nvey https://t.co/LOU8PzMJ8S","@insanejvega","cultural-icon",
"Before she sneaks around the world from Kiev to Carolina, here are the first photos of #CarmenSandiego in action... https://t.co/O5PFgQrD3U","@rwmead","cultural-icon",
"flights booked, like Carmen San Diego.","@jazzyrae","travel",
"Netflix is betting on ‘90s kids nostalgia for learning with upcoming lineup https://t.co/7WSUbEgN3L","@VGIncorporated","edutainment",
"Proud mom moment from our drive to school today: Milo asked, “Can we please listen to Carmen San Diego again?” My heart is full 😍 #momlife #whereintheworldiscarmensandiego","@GlassotOutside","cultural-icon",
"@levarburton While you're rocking out on educational media, can you run another KS to bring Where in the World is Carmen Sandiego back?","@JaedenStormes","edutainment",
"@mooseknucklesss definitely read this as the carmen San Diego theme song","@taylormokes","cultural-icon",
"On the real, Waldo and Carmen Sandiego are more easily found than @SkyyhookRadio when she travels.","@ReignOfApril","travel",
"@susannkim WHERE IN THE WORLD IS CARMEN SANDIEGO","@erinohreally","cultural-icon",
"Netflix making live-action Carmen Sandiego movie https://t.co/6RVvEicf1J","@DNSRainbowNews","cultural-icon",
"Adieu, Felicia of Carmen San Diego hats!","@karidoll14","fashion",
"Where in the World is Carmen San Diego! http://t.co/cCEuRgxVcn","@thejessknox","cultural-icon",
"Where in the world is Carmen Sandiego? #athensohio #halloween http://t.co/fdmj57RDBA","@trintheterrible","cultural-icon",
"Who remembers this? There was also a TV show too which @netflix is bringing back #carmensandiego #90s https://t.co/rTkSyIw6aZ","@poly_zero","cultural-icon",
"Netflix finds 'Carmen Sandiego' for its latest reboot https://t.co/W2JybYbmfd #startup #Dubai #KSA","@my_duwad","cultural-icon",
"That one time I fought the Evil Dead with Carmen Sandiego. #tbt #Halloween http://t.co/rpyQkfYyq8","@rockhollywood8","fashion",
"Lady Gaga Swiped Her Hat And Trench From Carmen Sandiego's Closet - https://t.co/8JrBsWi5l0 https://t.co/kA6oWVJWoe #gagaupdate","@GagaUpdts","fashion",
"""Excuse me, Carmen San Diego! I didn't realize we had a geography major on board."" 😂😂😂","@kurrilovin","cultural-icon",
"Travelling around the world with different versions of Carmen Sandiego #retrogaming #dosgaming https://t.co/s3dVCZaC9X","@lomartistic","travel",
"Live-action Carmen Sandiego should've been made along time ago. Guess they can't find an actress that can pull off her style!","@EverythingSian","fashion",
"VIDEO: 10 Reasons Where in the World Is Carmen Sandiego? Was the Best Educational TV Show Ever https://t.co/M8j4Fa9o9l","@cecelia_hoaw","edutainment",
"What Netflix’s New Carmen Sandiego Show Will Actually Be About https://t.co/nbUrXFoKJX by Embalajedigital https://t.co/d0P3KRNi8A","@Embalajedigital","cultural-icon",
"@MichaelVarrati I will never complain about more Carmen Sandiego in my life. Thank you!","@RVAgeek","cultural-icon",
"How Carmen Sandiego accidentally became an educational game icon - https://t.co/VKyyhXyuVB""We didn't want to call it... https://t.co/2wzDi0F2Gq","@PewPewPewOne","edutainment",
"Gina Rodriguez, ‘Stranger Things’ actor, to lend voice to Netflix’s ‘Carmen Sandiego’ https://t.co/22PNTw12tG https://t.co/1IYeE8NY7y","@digidialogues","cultural-icon",
